DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,schedule,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-04,1137832,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-05,1355934,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-06,1529006,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-07,1728976,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-08,1654352,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-09,1546263,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-10,1312853,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-11,1034924,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2015-12,1144410,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-01,966326,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-02,1036282,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-03,1202399,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-04,1244240,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-05,1475109,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-06,1644681,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-07,1883003,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-08,1790842,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-09,1745975,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-10,1496352,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-11,1235097,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2016-12,1332514,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-01,1141607,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-02,1193862,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-03,1368218,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-04,1473321,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-05,1726670,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-06,1912108,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-07,2203702,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-08,2125235,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-09,2051835,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-10,1793407,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-11,1427291,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2017-12,1521066,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-01,1326498,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-02,1381026,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-03,1612325,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-04,1657469,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-05,1999121,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-06,2243668,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-07,2541569,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-08,2472409,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-09,2338859,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-10,1991766,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-11,1570992,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2018-12,1645643,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-01,1403113,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-02,1505247,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-03,1679383,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-04,1856608,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-05,2187015,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-06,2359149,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-07,2627643,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-08,2579654,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-09,2447610,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-10,2175265,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-11,1765062,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2019-12,1842778,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-01,1602601,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-02,1653244,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-03,653264,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-04,10698,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-05,5656,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-06,56506,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-07,657118,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-08,950843,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-09,722454,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-10,453005,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-11,189548,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2020-12,291635,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-01,166548,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-02,144063,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-03,201420,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-04,227084,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-05,376125,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-06,789333,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-07,1466300,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-08,1628072,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-09,1459034,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-10,1332583,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-11,1046336,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2021-12,1103182,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-01,773460,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-02,900676,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-03,1047397,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-04,1387261,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-05,1807007,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-06,2154175,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-07,2487811,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-08,2405373,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-09,2242275,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-10,2035285,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-11,1483415,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2022-12,1626176,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-01,1429287,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-02,1483709,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-03,1710886,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-04,1915888,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-05,2303546,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-06,2585761,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-07,2906421,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-08,2839498,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-09,2690173,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-10,2427635,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-11,1787191,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2023-12,1917964,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-01,1658954,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-02,1769426,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-03,1997940,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-04,2081710,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-05,2645406,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-06,2911935,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-07,3270985,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-08,3217817,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-09,3016859,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-10,2744206,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-11,2017016,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2024-12,2104863,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-01,1832105,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-02,2000254,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-03,2224938,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-04,2464854,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-05,2959498,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-06,3208698,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-07,3607656,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-08,3631858,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-09,3342891,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (arrivals),Total transport,Total,Poland,2025-10,3045757,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-01,4435719,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-02,4407142,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-03,5458136,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-04,6144112,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-05,6165110,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-06,6778290,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-07,7387861,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-08,7875512,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-09,7336328,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-10,6494573,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-11,4686702,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2001-12,4101716,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-01,4235679,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-02,4351599,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-03,5492446,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-04,5690493,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-05,5950897,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-06,6517223,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-07,7232632,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-08,7983978,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-09,7156535,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-10,6612082,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-11,4974475,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2002-12,4438757,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-01,4606756,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-02,4575790,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-03,5524110,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-04,6038948,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-05,6360421,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-06,7041214,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-07,7686431,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-08,8716596,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-09,7478597,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-10,6968542,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-11,5459068,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2003-12,4816267,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-01,4998359,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-02,5351545,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-03,6100811,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-04,6565765,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-05,6883167,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-06,7550688,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-07,8452746,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-08,9376475,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-09,8112177,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-10,7841848,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-11,5889884,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2004-12,5457816,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2005-01,5565601,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2005-02,5624310,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2005-03,6890843,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2005-04,7052682,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2005-05,7749093,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2005-06,8272024,,
ESTAT:AVIA_PAOC(1.0),17/02/26 11:00:00,Monthly,Passenger,Passengers on board (departures),Total transport,Total,Spain,2005-07,9344383,,
