DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,9762172.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,10002243.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,10181721.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,10448284.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,10633630.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,10805308.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,10155521.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,10803467.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022,11194689.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,11302145.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024,11403106.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1995,7301850.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1996,7421621.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1997,7617485.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1998,7841479.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1999,8077466.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2000,8389299.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2001,8568273.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2002,8640690.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2003,8695802.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2004,8890932.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2005,9039608.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2006,9331990.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2007,9601075.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2008,9635979.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2009,9216857.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2010,9407995.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2011,9568783.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2012,9473195.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2013,9454302.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2014,9588900.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2015,9787508.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2016,9960802.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2017,10217298.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2018,10391986.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2019,10555737.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2020,9912169.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2021,10541878.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2022,10928224.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2023,10971944.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2024,11064346.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1995,7417970.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1996,7541170.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1997,7742687.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1998,7971790.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1999,8210841.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2000,8527769.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2001,8711560.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2002,8789550.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2003,8851311.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2004,9053957.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2005,9211738.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2006,9516274.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2007,9800537.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2008,9839924.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2009,9402545.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2010,9599073.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2011,9765411.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2012,9672844.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2013,9655443.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2014,9795507.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2015,10002243.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2016,10181721.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2017,10448284.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2018,10633630.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2019,10805308.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2020,10155521.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2021,10803467.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2022,11194689.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2023,11243075.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2024,11341718.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),1995,7449293.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),1996,7574020.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),1997,7777261.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),1998,8007196.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),1999,8246205.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2000,8564249.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2001,8749100.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2002,8828933.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2003,8892585.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2004,9096835.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2005,9256331.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2006,9563046.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2007,9849598.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2008,9889908.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2009,9449137.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2010,9645057.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2011,9811344.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2012,9717758.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2013,9700296.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2014,9840143.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2015,10047910.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2016,10228924.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2017,10497019.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2018,10683756.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2019,10856961.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2020,10202922.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2021,10856678.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2022,11251672.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2023,11302145.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Euro area – 20 countries (2023-2025),2024,11403106.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,1995,7781.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,1996,8166.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,1997,9231.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,1998,9632.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,1999,9591.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2000,10559.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2001,11180.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2002,11955.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2003,12863.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2004,13738.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2005,15046.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2006,16515.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2007,17765.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2008,16855.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2009,14389.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2010,14741.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2011,15863.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2012,16445.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2013,16734.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2014,17290.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2015,17608.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2016,18153.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2017,19175.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2018,19885.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2019,20626.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2020,20031.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2021,21685.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2022,21419.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2023,20831.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Estonia,2024,20812.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,1995,156271.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,1996,158431.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,1997,164140.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,1998,169781.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,1999,174295.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2000,181507.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2001,189948.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2002,198843.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2003,210370.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2004,221684.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2005,224307.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2006,238760.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2007,247133.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2008,247275.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2009,237089.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,Greece,2010,223590.5,,
