DATAFLOW,LAST UPDATE,freq,statinfo,unit,currency,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2014-08,0.79730,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2014-09,0.79113,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2014-10,0.78861,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2014-11,0.79054,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2014-12,0.78830,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-01,0.76680,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-02,0.74051,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-03,0.72358,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-04,0.72116,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-05,0.72124,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-06,0.72078,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-07,0.70685,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-08,0.71423,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-09,0.73129,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-10,0.73287,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-11,0.70658,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2015-12,0.72595,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-01,0.75459,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-02,0.77559,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-03,0.78020,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-04,0.79230,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-05,0.77779,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-06,0.79049,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-07,0.84106,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-08,0.85521,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-09,0.85228,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-10,0.89390,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-11,0.86894,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2016-12,0.84441,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-01,0.86100,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-02,0.85273,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-03,0.86560,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-04,0.84824,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-05,0.85554,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-06,0.87724,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-07,0.88617,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-08,0.91121,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-09,0.89470,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-10,0.89071,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-11,0.88795,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2017-12,0.88265,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-01,0.88331,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-02,0.88396,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-03,0.88287,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-04,0.87212,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-05,0.87726,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-06,0.87886,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-07,0.88725,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-08,0.89687,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-09,0.89281,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-10,0.88272,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-11,0.88118,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2018-12,0.89774,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-01,0.88603,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-02,0.87264,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-03,0.85822,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-04,0.86179,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-05,0.87176,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-06,0.89107,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-07,0.89942,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-08,0.91554,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-09,0.89092,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-10,0.87539,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-11,0.85761,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2019-12,0.84731,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-01,0.84927,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-02,0.84095,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-03,0.89460,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-04,0.87547,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-05,0.88685,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-06,0.89878,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-07,0.90467,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-08,0.90081,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-09,0.90947,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-10,0.90741,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-11,0.89605,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2020-12,0.90624,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-01,0.89267,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-02,0.87268,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-03,0.85873,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-04,0.86527,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-05,0.86258,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-06,0.85872,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-07,0.85613,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-08,0.85287,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-09,0.85683,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-10,0.84694,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-11,0.84786,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2021-12,0.84875,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-01,0.83503,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-02,0.83787,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-03,0.83638,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-04,0.83655,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-05,0.84968,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-06,0.85759,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-07,0.84955,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-08,0.84499,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-09,0.87463,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-10,0.87058,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-11,0.86892,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2022-12,0.86950,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-01,0.88212,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-02,0.88550,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-03,0.88192,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-04,0.88115,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-05,0.87040,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-06,0.85861,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-07,0.85856,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-08,0.85892,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-09,0.86158,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-10,0.86798,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-11,0.87045,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2023-12,0.86168,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-01,0.85873,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-02,0.85466,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-03,0.85524,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-04,0.85658,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-05,0.85564,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-06,0.84643,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-07,0.84332,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-08,0.85150,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-09,0.84021,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-10,0.83496,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-11,0.83379,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2024-12,0.82804,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-01,0.83908,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-02,0.83071,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-03,0.83703,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-04,0.85379,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-05,0.84350,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-06,0.84981,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-07,0.86469,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-08,0.86528,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-09,0.86895,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-10,0.87155,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-11,0.87996,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2025-12,0.87500,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2026-01,0.86828,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Pound sterling,2026-02,0.87031,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-01,240.39,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-02,245.12,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-03,245.60,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-04,245.59,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-05,245.78,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-06,261.21,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-07,263.73,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-08,259.56,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-09,255.46,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-10,255.77,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-11,259.31,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2003-12,264.74,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-01,264.32,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-02,263.15,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-03,253.33,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-04,250.41,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-05,252.91,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-06,253.02,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-07,249.89,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-08,248.85,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-09,247.66,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-10,246.69,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-11,245.36,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2004-12,245.80,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-01,246.48,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-02,243.69,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-03,244.81,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-04,248.19,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-05,251.95,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-06,249.04,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-07,246.47,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-08,244.49,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-09,245.83,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-10,251.85,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-11,251.04,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2005-12,252.68,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-01,250.71,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-02,251.57,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-03,260.85,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-04,265.47,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-05,262.37,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-06,272.39,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-07,277.49,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-08,274.41,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-09,274.42,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-10,267.10,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-11,258.84,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2006-12,253.97,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-01,253.88,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-02,253.30,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-03,249.86,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-04,246.00,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-05,248.42,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-06,250.29,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-07,246.90,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-08,255.20,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-09,253.33,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-10,251.02,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-11,254.50,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2007-12,253.18,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-01,256.03,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-02,262.15,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-03,259.94,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-04,253.75,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-05,247.69,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-06,242.42,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-07,231.82,,
ESTAT:ERT_BIL_EUR_M(1.0),03/03/26 11:00:00,Monthly,Average,National currency,Hungarian forint,2008-08,235.88,,
