DATAFLOW,LAST UPDATE,freq,accomunit,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2007,1.37,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2008,1.35,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2009,2.49,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2010,1.97,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2011,2.7,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2012,0.71,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2013,0.66,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2014,1.33,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2015,1.26,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2016,-0.32,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2017,1.22,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2018,1.16,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2019,1.08,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2020,0.6,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2021,2.45,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2022,0.55,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2023,1.34,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,2024,0.69,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1991,0.1,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1992,0.9,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1993,24.7,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1994,-3,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1995,1.8,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1996,0.6,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1997,1.3,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1998,1.9,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,1999,-0.9,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2000,-5.8,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2001,-3,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2002,-5.5,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003,0.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004,-2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005,-2.52,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006,0.83,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007,1.3,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008,2.56,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009,1.59,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2010,0.6,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2011,-0.63,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2012,11.41,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2013,0.59,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2014,2.15,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2015,2.34,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2016,5.48,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2017,3.31,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2018,3.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019,3.36,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022,-0.54,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023,1.68,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024,5.84,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2001,14,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2005,3.2,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2006,1.31,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2007,-2.51,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2009,3.47,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2010,1.9,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2011,1.56,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012,6.15,b,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013,2.55,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,2.39,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,2.07,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,2.12,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,2.96,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,4.77,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,4.6,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,-3.68,e,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,1.83,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022,2.8,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,13.06,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024,5.17,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,1990,14.6,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,1991,4.6,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,1992,-3.9,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,1993,8.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,1994,0.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,1995,-6.9,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2001,-4,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2002,5.9,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2003,36.3,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2004,-14.4,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2005,4.36,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2006,-2.58,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2007,3.24,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2008,0.15,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2009,2.89,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2010,3.07,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2011,3.57,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2012,0.95,b,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2013,1.15,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2014,5.05,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2015,1.05,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2016,-0.08,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2017,2.14,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2018,2.05,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2019,1.71,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2020,0.55,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2021,7.81,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2022,0.29,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2023,1.94,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Spain,2024,0.68,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1991,4.3,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1992,-1.6,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1993,31.8,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1994,-1.9,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1995,0.4,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1996,-1.4,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1997,-0.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1998,1.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,1999,0.5,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2000,-4.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2001,-4,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2002,-7.5,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2003,-1.1,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2004,-2.1,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2005,-5.03,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2006,-0.97,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2007,-1.21,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2008,-1.29,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2009,0.75,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2010,-4.27,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2011,-4.73,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2012,10.5,b,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2013,-1.2,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2014,-1.03,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2015,2.07,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2016,3.76,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2017,3.18,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2018,1.72,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2019,3.07,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2022,-2.92,,
ESTAT:TOUR_CAP_NAT(1.0),19/02/26 23:00:00,Annual,Bedplaces,Percentage change on previous period,Holiday and other short-stay accommodation,Poland,2023,0.12,,
