DATAFLOW,LAST UPDATE,freq,worktime,wstatus,sex,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2008-Q1,19.1,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2008-Q2,17.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2008-Q3,18.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2008-Q4,19.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2009-Q1,19.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2009-Q2,19.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2009-Q3,19.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2009-Q4,16.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2010-Q1,15.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2010-Q2,17.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2010-Q3,22.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2010-Q4,21.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2011-Q1,13.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2011-Q2,14.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2011-Q3,12.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2011-Q4,16.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2012-Q1,16.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2012-Q2,13.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2012-Q3,14.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2012-Q4,10.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2013-Q1,11.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2013-Q2,10.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2013-Q3,11.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2013-Q4,12.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2014-Q1,17.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2014-Q2,14.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2014-Q3,16.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2014-Q4,18.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2015-Q1,15.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2015-Q2,17.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2015-Q3,12.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2015-Q4,10.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2016-Q1,11.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2016-Q2,12.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2016-Q3,14.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2016-Q4,12.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2017-Q1,12.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2017-Q2,13.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2017-Q3,17.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2017-Q4,13.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2018-Q1,11.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2018-Q2,11.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2018-Q3,17.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2018-Q4,14.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2019-Q1,14.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2019-Q2,17.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2019-Q3,20.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2019-Q4,21.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2020-Q1,15.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2020-Q2,12.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2020-Q3,13.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2020-Q4,11.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2021-Q1,9.9,bd,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2021-Q2,14.6,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2021-Q3,18.7,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2021-Q4,21.3,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2022-Q1,18.1,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2022-Q2,18.9,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2022-Q3,15.0,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2022-Q4,20.4,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2023-Q1,22.6,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2023-Q2,25.5,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2023-Q3,23.6,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2023-Q4,21.7,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2024-Q1,25.7,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2024-Q2,19.6,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2024-Q3,21.2,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2024-Q4,21.3,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2025-Q1,18.4,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2025-Q2,15.8,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Spain,2025-Q3,16.4,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2008-Q1,,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2008-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2008-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2008-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2009-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2009-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2009-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2009-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2010-Q1,,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2010-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2010-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2010-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2011-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2011-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2011-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2012-Q2,5.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2012-Q3,7.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2012-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2013-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2013-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2013-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2013-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2014-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2014-Q2,5.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2014-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2014-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2015-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2015-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2015-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2015-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2016-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2016-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2016-Q3,5.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2016-Q4,5.7,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2017-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2017-Q2,5.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2017-Q3,5.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2017-Q4,7.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2018-Q1,6.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2018-Q2,6.0,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2018-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2018-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2019-Q1,7.8,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2019-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2019-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2019-Q4,5.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2020-Q1,11.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2020-Q2,12.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2020-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2020-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2021-Q1,,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2021-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2021-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2021-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2022-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2022-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2022-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2022-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2023-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2023-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2023-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2023-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2024-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2024-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2024-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2024-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2025-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2025-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Air transport,Thousand persons,Poland,2025-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2008-Q1,583.4,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2008-Q2,626.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2008-Q3,686.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2008-Q4,589.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2009-Q1,567.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2009-Q2,599.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2009-Q3,627.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2009-Q4,546.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2010-Q1,518.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2010-Q2,549.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2010-Q3,591.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2010-Q4,528.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2011-Q1,505.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2011-Q2,560.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2011-Q3,579.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2011-Q4,501.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2012-Q1,447.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2012-Q2,491.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2012-Q3,546.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2012-Q4,436.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2013-Q1,436.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Full-time,Employed persons,Females,Accommodation and food service activities,Thousand persons,Spain,2013-Q2,488.1,,
