DATAFLOW,LAST UPDATE,freq,worktime,wstatus,sex,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2011-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2011-Q2,7.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2011-Q3,6.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2011-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2012-Q1,8.0,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2012-Q2,6.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2012-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2012-Q4,8.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2013-Q1,9.7,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2013-Q2,5.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2013-Q3,6.0,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2013-Q4,11.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2014-Q1,8.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2014-Q2,5.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2014-Q3,6.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2014-Q4,5.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2015-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2015-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2015-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2015-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2016-Q1,5.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2016-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2016-Q3,7.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2016-Q4,9.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2017-Q1,6.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2017-Q2,9.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2017-Q3,10.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2017-Q4,7.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2018-Q1,12.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2018-Q2,6.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2018-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2018-Q4,6.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2019-Q1,10.7,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2019-Q2,10.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2019-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2019-Q4,5.4,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2020-Q1,16.7,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2020-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2020-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2020-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2021-Q1,,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2021-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2021-Q3,10.4,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2021-Q4,18.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2022-Q1,10.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2022-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2022-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2022-Q4,13.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2023-Q1,10.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2023-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2023-Q3,16.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2023-Q4,12.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2024-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2024-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2024-Q3,10.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2024-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2025-Q1,13.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2025-Q2,10.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,Accommodation,Thousand persons,Poland,2025-Q3,10.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2008-Q1,8.8,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2008-Q2,6.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2008-Q3,5.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2008-Q4,5.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2009-Q1,7.1,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2009-Q2,3.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2009-Q3,4.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2009-Q4,3.4,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2010-Q1,5.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2010-Q2,6.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2010-Q3,5.4,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2010-Q4,3.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2011-Q1,6.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2011-Q2,9.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2011-Q3,6.7,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2011-Q4,6.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2012-Q1,6.9,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2012-Q2,8.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2012-Q3,9.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2012-Q4,8.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2013-Q1,6.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2013-Q2,7.7,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2013-Q3,4.1,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2013-Q4,3.7,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2014-Q1,3.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2014-Q2,3.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2014-Q3,5.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2014-Q4,8.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2015-Q1,7.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2015-Q2,6.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2015-Q3,7.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2015-Q4,6.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2016-Q1,6.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2016-Q2,6.4,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2016-Q3,7.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2016-Q4,7.8,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2017-Q1,6.4,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2017-Q2,9.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2017-Q3,8.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2017-Q4,7.3,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2018-Q1,7.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2018-Q2,15.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2018-Q3,12.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2018-Q4,9.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2019-Q1,6.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2019-Q2,7.0,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2019-Q3,8.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2019-Q4,10.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2020-Q1,11.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2020-Q2,6.5,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2020-Q3,6.2,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2020-Q4,5.6,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2021-Q1,4.2,bdu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2021-Q2,5.2,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2021-Q3,11.2,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2021-Q4,5.5,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2022-Q1,7.7,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2022-Q2,8.1,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2022-Q3,4.9,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2022-Q4,2.8,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2023-Q1,3.9,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2023-Q2,6.5,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2023-Q3,5.4,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2023-Q4,3.0,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2024-Q1,3.5,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2024-Q2,3.6,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2024-Q3,6.2,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2024-Q4,5.9,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2025-Q1,4.1,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2025-Q2,4.4,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Spain,2025-Q3,5.0,du,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2008-Q1,,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2008-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2008-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2008-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2009-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2009-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2009-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2009-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2010-Q1,,bu,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2010-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2010-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2010-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2011-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2011-Q2,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2011-Q3,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2011-Q4,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2012-Q1,,u,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Part-time,Employees,Total,"Travel agency, tour operator and other reservation service and related activities",Thousand persons,Poland,2012-Q2,,u,
