DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-01,154773,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-02,177415,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-03,222900,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-04,234658,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-05,284666,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-06,349392,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-07,581279,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-08,523013,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-09,354216,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-10,287465,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-11,218945,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2019-12,205203,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-01,184253,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-02,198691,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-03,109383,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-04,34403,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-05,41353,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-06,79489,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-07,244555,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-08,281132,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-09,209427,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-10,127695,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-11,71789,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2020-12,58379,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-01,45921,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-02,46493,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-03,51628,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-04,49539,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-05,65088,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-06,116448,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-07,283742,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-08,315555,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-09,227063,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-10,194533,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-11,140002,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2021-12,135416,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-01,101969,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-02,113298,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-03,156311,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-04,167872,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-05,185224,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-06,215481,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-07,385400,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-08,407077,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-09,263658,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-10,208645,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-11,143137,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2022-12,157799,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-01,135088,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-02,147114,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-03,166584,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-04,178097,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-05,205091,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-06,254020,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-07,431376,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-08,397780,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-09,274442,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-10,204145,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-11,151121,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2023-12,157915,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-01,135999,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-02,155062,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-03,175333,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-04,166057,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-05,234686,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-06,286276,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-07,507837,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-08,511891,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-09,325617,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-10,289512,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-11,203591,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2024-12,221668,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-01,169025,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-02,189886,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-03,207852,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-04,243140,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-05,275728,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-06,348367,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-07,551926,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-08,575843,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-09,356523,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-10,329416,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2025-11,220902,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-01,1132349,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-02,1093000,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-03,1298961,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-04,3707235,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-05,7573359,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-06,17652629,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-07,35293898,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-08,38838765,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-09,13502985,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-10,2959297,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-11,971394,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-12,1234114,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-01,1202868,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-02,1241180,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-03,1424025,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-04,3260217,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-05,10055138,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-06,15998351,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-07,37112748,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-08,37376113,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-09,13314804,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-10,2800308,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-11,1015583,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-12,1135663,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-01,1255076,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-02,1297670,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-03,1981111,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-04,2783689,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-05,10502470,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-06,14706561,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-07,35952935,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-08,40893501,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-09,13834790,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-10,3334235,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-11,1103913,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-12,1201889,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-01,1353939,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-02,1368554,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-03,1571482,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-04,6170508,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-05,8259704,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-06,19315435,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-07,37770228,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-08,41490577,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-09,14503790,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-10,3647313,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-11,1291909,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-12,1334959,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-01,1462911,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-02,1497024,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-03,2031774,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-04,4835272,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-05,12533692,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-06,17155319,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-07,39198300,,
