DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-05,795958,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-06,869812,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-07,976745,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-08,1001506,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-09,929815,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-10,779857,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-11,561577,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2011-12,458792,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-01,467873,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-02,437751,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-03,661556,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-04,720182,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-05,889405,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-06,975018,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-07,1063427,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-08,1105995,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-09,1019832,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-10,890521,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-11,639070,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2012-12,553920,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-01,530288,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-02,503624,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-03,723007,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-04,743268,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-05,988945,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-06,995635,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-07,1153602,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-08,1195157,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-09,1061933,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-10,961723,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-11,689325,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2013-12,582958,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-01,560125,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-02,515580,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-03,736276,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-04,825059,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-05,1046403,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-06,1055524,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-07,1177204,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-08,1282400,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-09,1122064,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-10,1013115,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-11,703875,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2014-12,629597,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-01,556024,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-02,585442,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-03,799436,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-04,869879,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-05,1088144,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-06,1102318,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-07,1274945,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-08,1320126,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-09,1156001,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-10,1073895,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-11,768884,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2015-12,707274,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-01,680114,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-02,681326,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-03,928782,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-04,995019,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-05,1198582,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-06,1268012,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-07,1486895,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-08,1484235,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-09,1320237,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-10,1180157,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-11,872118,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2016-12,822742,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-01,709349,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-02,720655,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-03,932500,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-04,1071235,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-05,1202987,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-06,1316895,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-07,1535079,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-08,1573817,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-09,1398024,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-10,1263814,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-11,968314,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2017-12,946099,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-01,810590,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-02,821795,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-03,1065893,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-04,1108465,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-05,1284054,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-06,1338563,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-07,1577581,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-08,1608376,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-09,1399251,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-10,1339872,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-11,1043775,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2018-12,1012691,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-01,819334,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-02,826170,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-03,1083969,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-04,1195896,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-05,1363779,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-06,1426064,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-07,1679167,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-08,1687850,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-09,1464613,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-10,1373885,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-11,1086638,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2019-12,1082286,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-01,893566,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-02,896786,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-03,363977,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-04,49292,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-05,60362,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-06,178626,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-07,574749,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-08,679871,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-09,613100,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-10,433771,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-11,132525,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2020-12,105778,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-01,67863,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-02,107014,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-03,123799,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-04,102446,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-05,174895,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-06,351053,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-07,719018,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-08,892407,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-09,801825,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-10,883409,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-11,670774,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2021-12,599082,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-01,430139,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-02,573891,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-03,1061800,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-04,964609,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-05,973761,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-06,1051379,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-07,1329826,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-08,1402922,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-09,1210126,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-10,1252704,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-11,971605,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2022-12,1030613,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-01,839725,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-02,895359,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-03,1047162,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-04,1157816,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-05,1211029,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-06,1279760,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-07,1590094,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-08,1558992,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-09,1316796,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-10,1298699,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-11,1015762,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2023-12,1096938,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-01,814824,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-02,934280,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-03,1125623,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-04,1073063,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-05,1269063,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-06,1327856,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-07,1700393,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-08,1762408,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-09,1377754,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-10,1431954,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-11,1098534,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2024-12,1262748,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-01,910938,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-02,956992,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-03,1114627,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-04,1296702,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-05,1430090,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-06,1474868,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-07,1754727,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-08,1878118,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-09,1479282,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-10,1536572,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,Hotels and similar accommodation,Poland,2025-11,1169298,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-01,54257514,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-02,54507641,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-03,65587153,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-04,80521591,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-05,103074572,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-06,142530879,,
