date,nights,log_nights,hicp_PL,hicp_origins_wavg,hicp_ratio,exr_pln,relprice_wavg,relprice_DE,gdp_origins_wavg,gdp_DE,pop_origins_wavg,pop_DE,gdp_pc_origins_wavg,gdp_pc_DE,cci_DE,cci_origins_wavg_noUK,seats,log_seats,nights_lag1,nights_lag12,gdp_origins_lag3,cci_DE_lag2,seats_lag6,covid_strong,covid_post,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12,trend,nights_yoy
2013-07-01,1507976.0,14.226279575444336,100.9,99.11461729594762,1.0180133138053833,4.2745,0.3726160764168117,0.23867644096761653,420937.99069274776,688831.7,56461043.34779819,80631257.81062657,7459.4340382689725,8542.985917667495,-3.8,-13.870155213865203,3441897.0,15.051533621380768,1239846.0,1410863.0,419337.15609107073,-4.7,2399838.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.0688323387883869
2013-08-01,1524402.0,14.237113415967311,100.6,99.30459321477491,1.0130447821524569,4.2299,0.3748543946146936,0.24047591665965276,421290.3525807107,688732.954073058,56478113.72940914,80653643.5372126,7464.780440879004,8539.390458600734,-3.9,-12.681117577491774,3429226.0,15.047845429312256,1507976.0,1439799.0,420083.86481939413,-4.6,2190528.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0.05876028528982169
2013-09-01,1319430.0,14.092711141023162,100.7,99.78968258986255,1.0091223600126966,4.2371,0.37236727990657426,0.2403059173077032,421726.2527312907,688845.020713572,56495203.97347456,80676569.12931551,7471.114378386973,8538.352933792097,-3.0,-10.613380717744263,3298680.0,15.009033249566887,1524402.0,1282375.0,420585.5630431735,-3.8,2487244.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0.02889560386002543
2013-10-01,1149557.0,13.95488807863279,100.8,99.6941743463722,1.01109217926602,4.1902,0.377563365935527,0.2439769875483634,422311.24109143246,689855.5,56511661.735778004,80699045.06934121,7478.8254980098645,8548.49644636113,-2.6,-11.746801243041823,2787030.0,14.840487429473628,1319430.0,1072877.0,420937.99069274776,-3.9,2775241.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0.07147138022345523
2013-11-01,813543.0,13.609155291455762,100.6,99.6656615300692,1.0093747280215353,4.1887,0.38203086604075803,0.243087025445074,423121.770825366,692228.1081361527,56528480.76869558,80722338.14120655,7488.657243757938,8575.421922556889,-1.8,-10.689940781866287,2308265.0,14.652007151269034,1149557.0,757015.0,421290.3525807107,-3.0,3058705.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0.07467223238641241
2013-12-01,693973.0,13.450189774810204,100.7,99.98087627020556,1.0071926127937803,4.176,0.3847599189414528,0.2428397248170141,423959.0199250796,694965.6713948556,56544476.96605288,80744723.86166644,7498.575350379308,8606.948394367977,-1.3,-10.546087272319815,2203023.0,14.605341519960273,813543.0,667949.0,421726.2527312907,-2.6,3261238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0.03896105840415953
2014-01-01,662355.0,13.403558454726168,100.8,98.8900491233503,1.0193138833844377,4.1799,0.38648820886293966,0.24457818924499444,424679.3869917613,697058.0,56560613.30922957,80767463.0,7507.36730377417,8630.43079612393,-0.4,-9.357168560179877,2425205.0,14.701427027199413,693973.0,641788.0,422311.24109143246,-1.8,3441897.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0.03204640784807444
2014-02-01,613323.0,13.32664862340997,100.9,99.17317917288612,1.0174121757668326,4.1741,0.3865082633036666,0.24367818135027755,425121.3872545524,697569.3228319653,56576294.29547966,80789735.58696763,7513.475429572848,8634.380565351074,-0.1,-9.275440092343267,2229810.0,14.617427386481303,662355.0,604500.0,423121.770825366,-1.3,3429226.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0.014595533498759306
2014-03-01,871335.0,13.677782944937276,101.1,100.03360192997064,1.010660398600621,4.1987,0.38291275793999374,0.24224226920098246,425406.243759511,697222.005718952,56590181.54958017,80809948.14715065,7517.979206404184,8627.92294395917,-0.6,-7.775932690207597,2535595.0,14.745939275855015,613323.0,871544.0,423959.0199250796,-0.4,3298680.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,-0.00023980430133185848
2014-04-01,983050.0,13.798416279777376,101.1,100.31220726791213,1.0078534084090467,4.1853,0.3844420531428713,0.24350780727939492,425801.2965906672,696911.7,56605425.31372096,80833141.46136631,7523.9409727819775,8621.6085061235,-0.4,-7.551108796165223,2825869.0,14.854326839753083,871335.0,894653.0,424679.3869917613,-0.1,2787030.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0.09880590575340387
2014-05-01,1251408.0,14.03978067446556,101.0,100.21521535825786,1.0078309929179579,4.18,0.3841258502770266,0.24406746894785172,426413.2358415028,697449.2119697883,56620218.42016411,80857104.19041076,7532.238232421328,8625.70109272479,0.0,-7.077712944359073,3134218.0,14.9578905782059,983050.0,1210056.0,425121.3872545524,-0.6,2308265.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0.034173625022313026
2014-06-01,1298216.0,14.076502342550457,101.0,100.30995683122683,1.0068791094181626,4.1352,0.38793849317469264,0.2457188478131314,427211.4160069053,698847.4870337839,56635731.39694122,80884183.72047114,7542.853283801033,8640.10063387598,-0.5,-6.813312462781329,3504331.0,15.069510475408476,1251408.0,1239846.0,425406.243759511,-0.4,2203023.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0.047078427482122764
2014-07-01,1512695.0,14.229404047268352,100.8,99.64403847594652,1.011600910016634,4.1444,0.38849591566932773,0.2441965526423811,428018.70301270636,700787.1,56651139.84307984,80913350.77878231,7554.004742193435,8660.957595440053,-0.1,-7.370849178608388,3766933.0,15.14177196594729,1298216.0,1507976.0,425801.2965906672,0.0,2425205.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0.003129360148967919
