date,nights,log_nights,hicp_PL,hicp_origins_wavg,hicp_ratio,exr_pln,relprice_wavg,relprice_DE,gdp_origins_wavg,gdp_DE,pop_origins_wavg,pop_DE,gdp_pc_origins_wavg,gdp_pc_DE,cci_DE,cci_origins_wavg_noUK,seats,log_seats,nights_lag1,nights_lag12,gdp_origins_lag3,cci_DE_lag2,seats_lag6,covid_strong,covid_post,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12,trend,nights_yoy
2014-08-01,1644358.0,14.312861200588726,100.5,99.78520067925615,1.007163380099234,4.1919,0.3837042501933226,0.2404694940758725,428780.0206805854,703087.3717206625,56667655.30925795,80947299.70681596,7565.403773498776,8685.742134292106,-1.5,-7.850165457861465,3747538.0,15.136609915842696,1512695.0,1524402.0,426413.2358415028,-0.5,2229810.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0.07869052913863928
2014-09-01,1365023.0,14.126682568864211,100.4,100.22450029782297,1.0017510658736688,4.1899,0.38152226516729415,0.24034489204743997,429445.2827227444,705093.6268951406,56684961.251147866,80985882.88620214,7576.075978928467,8706.376985306288,-2.1,-8.167453077235326,3290618.0,15.006586250940991,1644358.0,1319430.0,427211.4160069053,-0.1,2535595.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,0.03455507302395722
2014-10-01,1204789.0,14.001815835860517,100.5,100.2217769527807,1.002776073780356,4.2066,0.38002920484371727,0.24059444495436105,429996.9604361426,706124.9,56702639.95011128,81028359.55297638,7585.244821317018,8714.54024116501,-1.3,-8.08288723654843,3170838.0,14.969506779604579,1365023.0,1149557.0,428018.70301270636,-1.5,2825869.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0.0480463343705444
2014-11-01,832233.0,13.631868930259978,100.3,100.01539420555888,1.002845619883837,4.2121,0.38035086157757436,0.23980211615445482,430489.3643483529,705878.4467797584,56722054.30701446,81078311.3558412,7593.441553269766,8706.131577922955,-1.9,-8.521648164230244,2721735.0,14.816780469980772,1204789.0,813543.0,428780.0206805854,-2.1,3134218.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0.022973585907567262
2014-12-01,753456.0,13.532427228399731,100.0,99.90699478669207,1.0009309179352908,4.2155,0.38014946271316874,0.23865169429577107,430975.4064047527,705057.3463455732,56742128.21894135,81133233.39152795,7601.54597945346,8690.11768510629,-1.4,-7.620189423585411,2677285.0,14.800314152806388,832233.0,693973.0,429445.2827227444,-1.3,3504331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.08571370932298517
2015-01-01,666387.0,13.409627362469758,99.7,98.41824141196167,1.0130235875956481,4.2783,0.3775674443622372,0.23754993522415935,431593.2052708351,704589.7,56764384.26762246,81197537.0,7611.940464375317,8677.476263842831,-0.5,-5.598601054957594,2759374.0,14.830514762774461,753456.0,662355.0,429996.9604361426,-1.9,3766933.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0.00608737006590121
2015-02-01,699791.0,13.458538427012712,99.6,98.87768701992553,1.0073051160665691,4.176,0.3831079669584046,0.24091489608730987,432394.1846278419,705243.7033370703,56788282.03867949,81269896.6181949,7625.437648271536,8677.797470941765,-0.1,-4.188376726492384,2552012.0,14.752393017477731,666387.0,613323.0,430489.3643483529,-1.4,3747538.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0.1409828100364734
2015-03-01,948780.0,13.76293328172998,99.9,99.96261693689326,0.9993735964622377,4.1259,0.38258713655355886,0.24285756272671724,433193.0961925445,706546.272229856,56811091.072224595,81341245.77711251,7638.5001301073835,8686.199301224142,0.5,-2.5974257571168424,2909457.0,14.883477367504657,699791.0,871335.0,430975.4064047527,-0.5,3290618.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0.08888085523937406
2015-04-01,1026422.0,13.84159050045027,100.3,100.37404061082911,0.9992623529910868,4.018,0.393699111322403,0.24912842309408062,434030.64870176534,708245.7,56837412.428597026,81425479.12091848,7651.173120884322,8698.084526444614,0.7,-2.399371119299087,3153884.0,14.964145584204362,948780.0,983050.0,431593.2052708351,-0.1,3170838.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0.044119831137785503
2015-05-01,1310908.0,14.086231347674577,100.4,100.68126240041416,0.9972064076898881,4.0811,0.38641158872026693,0.24454483556625015,434702.05466303526,709716.4756314077,56863670.23063285,81510858.03573701,7659.770108230923,8707.01760151077,0.1,-3.3743274310617597,3448247.0,15.053376833933248,1026422.0,1251408.0,432394.1846278419,0.5,2721735.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0.047546443685832385
2015-06-01,1350803.0,14.116210528697339,100.5,100.67714772772916,0.9982404375597902,4.1586,0.37903658417922503,0.24046554128793346,435311.53954863467,710997.3124745444,56891312.10930944,81601600.67955989,7666.443615720289,8713.031442441297,-0.2,-3.5186811234639546,3854979.0,15.164876376898665,1310908.0,1298216.0,433193.0961925445,0.7,2677285.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0.04050712670310652
2015-07-01,1648634.0,14.315458230770568,100.4,100.11257714737039,1.0028709964404026,4.1524,0.38017242390681494,0.23963120089887477,435915.7402127862,712048.0,56918264.785146184,81690441.9620495,7673.155511214244,8716.417525697712,-0.6,-4.382354521680357,4022407.0,15.207391286238458,1350803.0,1512695.0,434030.64870176534,0.1,2759374.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0.08986543883598475
2015-08-01,1691207.0,14.34095362445589,100.1,100.04878730419253,1.0005118772269748,4.1953,0.37685539948574576,0.23670668499405423,436632.3805464605,713027.0758815535,56946022.21404054,81781830.86570904,7682.232404019412,8718.648975374363,-1.0,-3.3017734603769364,3952231.0,15.189791040580298,1648634.0,1644358.0,434702.05466303526,-0.2,2552012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,0.028490754446416133
2015-09-01,1410338.0,14.159340658988679,99.8,100.24371217135506,0.9955736658016356,4.2176,0.37302911698494995,0.2354502147834424,437431.0832231587,714162.9507904791,56973376.58334513,81871301.3017669,7692.955805462157,8722.994986462569,-2.1,-2.7157687936961823,3765537.0,15.141401304093922,1691207.0,1365023.0,435311.53954863467,-0.6,2909457.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,0.033197242830340645
2015-10-01,1272260.0,14.056306190513132,99.9,100.39401304611785,0.9950792579046431,4.2508,0.369967784416823,0.23384535869630865,438250.301062695,715704.0,56999171.66868479,81954632.7293339,7703.840446908119,8732.929136095427,-3.2,-2.6872764184621554,3308844.0,15.012109743860425,1410338.0,1204789.0,435915.7402127862,-1.0,3153884.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0.056002337338737274
2015-11-01,902080.0,13.712459595456401,99.8,100.10481856558549,0.9969550060631119,4.2494,0.3692087518629432,0.23603686999973753,439102.5657226001,717897.2041392536,57024824.253257126,82035906.80725172,7714.570624648103,8751.01199071275,-3.2,-1.848592285764619,2879149.0,14.873005669661186,1272260.0,832233.0,436632.3805464605,-2.1,3448247.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,0.08392721749798437
2015-12-01,830047.0,13.629238809425916,99.6,100.09514503988824,0.995053256182496,4.29,0.3653818735819827,0.2331002331002331,439858.45147568005,720150.2611567918,57048389.399136655,82108469.32040244,7723.657069806287,8770.718381640172,-1.8,-1.2670355381726148,2884898.0,14.875000448646007,902080.0,753456.0,437431.0832231587,-3.2,3854979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0.10165291669321097
2016-01-01,793803.0,13.584591858371065,99.4,98.65210700084748,1.0075811153141017,4.4074,0.35948221136416486,0.22896425462575745,440481.90411272633,721992.8,57071135.226890326,82175684.0,7730.925828543444,8785.96641799781,-2.2,-1.977049345670723,2956501.0,14.899517370718355,830047.0,666387.0,438250.301062695,-3.2,4022407.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0.19120421016616462
2016-02-01,809059.0,13.603628358927082,99.4,98.76075240094397,1.0064726886289894,4.397,0.3616891370037898,0.22857757828724565,440897.53619260807,722911.4584457646,57092026.2224144,82233916.85746679,7735.751377712427,8790.916036490906,-2.2,-2.7925757730134277,2814964.0,14.850460386086093,793803.0,699791.0,439102.5657226001,-1.8,3952231.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0.1561437629235014
2016-03-01,1082676.0,13.894947235885024,99.5,99.93693743444022,0.9956278684772899,4.2932,0.3670491720837898,0.23222630857541043,441197.0531621503,723253.5628551466,57109985.6408979,82280728.14572339,7739.563687960114,8790.0724647724,-2.6,-3.988885403065749,3145050.0,14.961340664201412,809059.0,948780.0,439858.45147568005,-2.2,3765537.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0.14112439132359444
2016-04-01,1162426.0,13.96602061877299,99.8,100.11249492472876,0.9968785622118026,4.3106,0.3656173886896967,0.23175404792813042,441566.3835954737,723601.4,57127674.08523272,82323470.26212853,7744.987597607826,8789.733932449153,-1.7,-3.54297156561156,3330655.0,15.018679839552263,1082676.0,1026422.0,440481.90411272633,-2.2,3308844.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0.13250300558639627
2016-05-01,1411516.0,14.160175570528056,100.0,100.50122162326615,0.9950127807884266,4.4039,0.35778663948978656,0.225941750635094,442077.92447063496,724310.169511527,57143485.22716701,82358525.30416095,7753.050653429311,8794.598577822437,-2.0,-4.0571335391422,3702851.0,15.12461389150318,1162426.0,1310908.0,440897.53619260807,-2.6,2879149.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0.07674680450496907
2016-06-01,1519582.0,14.233946513078516,100.1,100.65868258605722,0.9944497327830653,4.3996,0.35894196122555494,0.22616370148958054,442727.7339342885,725277.7963961593,57158661.691354,82389150.87691255,7763.486864723541,8803.07405376355,-1.1,-3.557469111527379,3715007.0,15.127891389563711,1411516.0,1350803.0,441197.0531621503,-1.7,2884898.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,0.12494716105901449
2016-07-01,1923597.0,14.469707948667907,99.8,100.20700630455704,0.995938344836687,4.3964,0.3618722559548848,0.22431216629631934,443400.54814952594,726160.6,57172404.83405619,82414252.35866687,7774.268424075478,8811.10462350309,-1.5,-4.369203723489686,4339449.0,15.283258169935303,1519582.0,1648634.0,441566.3835954737,-2.0,2956501.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0.166782317967481
2016-08-01,1891596.0,14.452932003791624,99.6,100.27248569491539,0.993293417528698,4.3005,0.3700040819688315,0.22908108469893604,444094.66243288555,726872.2611842767,57185819.41331131,82436423.78383057,7785.19704735648,8817.367709816257,-1.2,-4.061830926385914,4363213.0,15.288719499722513,1923597.0,1691207.0,442077.92447063496,-1.1,2814964.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67,0.11848874797703646
2016-09-01,1602073.0,14.286809597803288,99.6,100.68125857304732,0.9892605775059632,4.3207,0.3678087709810379,0.22801009205632755,444859.5600954796,727822.23568867,57198626.06764621,82455702.38010442,7796.953797904801,8826.827189386537,-1.5,-3.8351501538369495,4239928.0,15.260057081784918,1891596.0,1410338.0,442727.7339342885,-1.5,3145050.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,0.1359496801475959
2016-10-01,1401005.0,14.15270110796522,100.0,100.95715938344937,0.9905191529823661,4.3076,0.3721949136056964,0.22939509065143435,445762.90781613794,729524.2,57210623.244916774,82472495.63320531,7810.564563208012,8845.666599499347,-1.7,-2.9607046410758677,3638322.0,15.107033419165775,1602073.0,1272260.0,443400.54814952594,-1.2,3330655.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69,0.10119393834593549
2016-11-01,1020120.0,13.835431805675755,100.0,100.8077170796373,0.9919875471537639,4.3911,0.3651136878529208,0.22705221313127869,446921.49129883,732427.954601423,57222799.30546526,82488843.69562964,7827.813466666001,8879.115305628025,-0.9,-2.0742118625515635,3237419.0,14.990287274259913,1401005.0,902080.0,444094.66243288555,-1.5,3702851.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,0.13085313941113874
2016-12-01,961772.0,13.776533735067346,100.5,101.35004092885477,0.9916128210599197,4.4357,0.3594713750186861,0.2238841679898481,448156.86523485003,735781.5368141022,57234549.1799825,82504573.07535954,7846.133555550589,8918.069743140668,-0.3,-1.8298027897311235,3317961.0,15.014861296984606,1020120.0,830047.0,444859.5600954796,-1.7,3715007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0.15869583288657152
2017-01-01,838952.0,13.639909964809895,100.8,100.51322527758293,1.0028531043713411,4.3671,0.3671565610647624,0.23035607701955435,449402.9511021553,738993.4,57246844.74196056,82521653.0,7864.646458409731,8955.145384690732,-0.1,-1.6164670279886644,3349244.0,15.02424550526658,961772.0,793803.0,445762.90781613794,-0.9,4339449.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,0.056876832161128155
